timestamp	player	team	role	selection
8/17/2021 16:15:18	Aspire	TOR	DPS	second_team
8/17/2021 16:15:38	Pelican	ATL	DPS	first_team
8/17/2021 16:15:38	Mmonk	CDH	FS	first_team
8/17/2021 16:15:38	Ga9a	CDH	MT	first_team
8/17/2021 16:15:38	Nisha	CDH	MS	first_team
8/17/2021 16:15:38	Piggy	HOU	OT	first_team
8/17/2021 16:15:38	Flora	NYXL	DPS	first_team
8/17/2021 16:15:38	Valentine	BOS	DPS	second_team
8/17/2021 16:15:38	Gaebullssi	BOS	OT	second_team
8/17/2021 16:15:38	Faith	BOS	MS	second_team
8/17/2021 16:15:38	JJANGGU	HOU	MT	second_team
8/17/2021 16:15:38	Gwangboong	NYXL	DPS	second_team
8/17/2021 16:15:38	Kaan	PAR	FS	second_team
8/17/2021 16:16:20	Pelican	ATL	DPS	first_team
8/17/2021 16:16:20	Faith	BOS	MS	first_team
8/17/2021 16:16:20	Mmonk	CDH	FS	first_team
8/17/2021 16:16:20	Piggy	HOU	OT	first_team
8/17/2021 16:16:20	Shy	HZS	DPS	first_team
8/17/2021 16:16:20	MuZe	LAG	MT	first_team
8/17/2021 16:16:20	Gaebullssi	BOS	OT	second_team
8/17/2021 16:16:20	Nisha	CDH	MS	second_team
8/17/2021 16:16:20	Flora	NYXL	DPS	second_team
8/17/2021 16:16:20	Kaan	PAR	FS	second_team
8/17/2021 16:16:20	Aspire	TOR	DPS	second_team
8/17/2021 16:16:20	Mag	WAS	MT	second_team
8/17/2021 16:16:23	Pelican	ATL	DPS	first_team
8/17/2021 16:16:23	Ga9a	CDH	MT	first_team
8/17/2021 16:16:23	Nisha	CDH	MS	first_team
8/17/2021 16:16:23	Piggy	HOU	OT	first_team
8/17/2021 16:16:23	Shy	HZS	DPS	first_team
8/17/2021 16:16:23	Skewed	LAG	MS/FS	first_team
8/17/2021 16:16:23	Faith	BOS	MS	second_team
8/17/2021 16:16:23	MuZe	LAG	MT	second_team
8/17/2021 16:16:23	Kaan	PAR	FS	second_team
8/17/2021 16:16:23	Vestola	PAR	OT	second_team
8/17/2021 16:16:23	Naga	PAR	DPS	second_team
8/17/2021 16:16:23	Aspire	TOR	DPS	second_team
8/17/2021 16:16:24	Pelican	ATL	DPS	first_team
8/17/2021 16:16:24	JJANGGU	HOU	MT	first_team
8/17/2021 16:16:24	Skewed	LAG	MS/FS	first_team
8/17/2021 16:16:24	SparkR	LDN	DPS	first_team
8/17/2021 16:16:24	Molf1g	LDN	OT	first_team
8/17/2021 16:16:24	Kaan	PAR	FS	first_team
8/17/2021 16:16:24	Mmonk	CDH	FS	second_team
8/17/2021 16:16:24	Ga9a	CDH	MT	second_team
8/17/2021 16:16:24	Silver3	LAV	MT	second_team
8/17/2021 16:16:24	Dridro	PAR	MS	second_team
8/17/2021 16:16:24	Naga	PAR	DPS	second_team
8/17/2021 16:16:24	Aspire	TOR	DPS	second_team
8/17/2021 16:20:48	Mmonk	CDH	FS	first_team
8/17/2021 16:20:48	Ga9a	CDH	MT	first_team
8/17/2021 16:20:48	Jimmy	CDH	DPS	first_team
8/17/2021 16:20:48	Nisha	CDH	MS	first_team
8/17/2021 16:20:48	Farway1987	CDH	FS	first_team
8/17/2021 16:20:48	Shy	HZS	DPS	first_team
8/17/2021 16:20:48	Pelican	ATL	DPS	second_team
8/17/2021 16:20:48	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:20:48	JJANGGU	HOU	MT	second_team
8/17/2021 16:20:48	Piggy	HOU	OT	second_team
8/17/2021 16:20:48	Skewed	LAG	MS/FS	second_team
8/17/2021 16:20:48	Kaan	PAR	FS	second_team
8/17/2021 16:23:02	Pelican	ATL	DPS	first_team
8/17/2021 16:23:02	Mmonk	CDH	FS	first_team
8/17/2021 16:23:02	Ga9a	CDH	MT	first_team
8/17/2021 16:23:02	Nisha	CDH	MS	first_team
8/17/2021 16:23:02	Piggy	HOU	OT	first_team
8/17/2021 16:23:02	Shy	HZS	DPS	first_team
8/17/2021 16:23:02	Skewed	LAG	MS/FS	second_team
8/17/2021 16:23:02	MuZe	LAG	MT	second_team
8/17/2021 16:23:02	Gwangboong	NYXL	DPS	second_team
8/17/2021 16:23:02	Flora	NYXL	DPS	second_team
8/17/2021 16:23:02	Kaan	PAR	FS	second_team
8/17/2021 16:23:02	Vestola	PAR	OT	second_team
8/17/2021 16:24:02	Ga9a	CDH	MT	first_team
8/17/2021 16:24:02	Piggy	HOU	OT	first_team
8/17/2021 16:24:02	Shy	HZS	DPS	first_team
8/17/2021 16:24:02	Kaan	PAR	FS	first_team
8/17/2021 16:24:02	Aspire	TOR	DPS	first_team
8/17/2021 16:24:02	Ansoonjae	TOR	MS	first_team
8/17/2021 16:24:02	Pelican	ATL	DPS	second_team
8/17/2021 16:24:02	Mmonk	CDH	FS	second_team
8/17/2021 16:24:02	JJANGGU	HOU	MT	second_team
8/17/2021 16:24:02	MuZe	LAG	MT	second_team
8/17/2021 16:24:02	Friday	NYXL	MS	second_team
8/17/2021 16:24:02	Na1st	TOR	DPS	second_team
8/17/2021 16:24:19	Pelican	ATL	DPS	first_team
8/17/2021 16:24:19	Ga9a	CDH	MT	first_team
8/17/2021 16:24:19	Nisha	CDH	MS	first_team
8/17/2021 16:24:19	Piggy	HOU	OT	first_team
8/17/2021 16:24:19	Shy	HZS	DPS	first_team
8/17/2021 16:24:19	Kaan	PAR	FS	first_team
8/17/2021 16:24:19	Gaebullssi	BOS	OT	second_team
8/17/2021 16:24:19	Faith	BOS	MS	second_team
8/17/2021 16:24:19	Mmonk	CDH	FS	second_team
8/17/2021 16:24:19	JJANGGU	HOU	MT	second_team
8/17/2021 16:24:19	Flora	NYXL	DPS	second_team
8/17/2021 16:24:19	Aspire	TOR	DPS	second_team
8/17/2021 16:31:29	Pelican	ATL	DPS	first_team
8/17/2021 16:31:29	Ga9a	CDH	MT	first_team
8/17/2021 16:31:29	Nisha	CDH	MS	first_team
8/17/2021 16:31:29	Piggy	HOU	OT	first_team
8/17/2021 16:31:29	Shy	HZS	DPS	first_team
8/17/2021 16:31:29	Kaan	PAR	FS	first_team
8/17/2021 16:31:29	Mmonk	CDH	FS	second_team
8/17/2021 16:31:29	MuZe	LAG	MT	second_team
8/17/2021 16:31:29	Vestola	PAR	OT	second_team
8/17/2021 16:31:29	Dridro	PAR	MS	second_team
8/17/2021 16:31:29	Naga	PAR	DPS	second_team
8/17/2021 16:31:29	Assassin	WAS	DPS	second_team
8/17/2021 16:31:34	Pelican	ATL	DPS	first_team
8/17/2021 16:31:34	Mmonk	CDH	FS	first_team
8/17/2021 16:31:34	Ga9a	CDH	MT	first_team
8/17/2021 16:31:34	Nisha	CDH	MS	first_team
8/17/2021 16:31:34	Shy	HZS	DPS	first_team
8/17/2021 16:31:34	JJANGGU	HOU	MT	second_team
8/17/2021 16:31:34	Piggy	HOU	OT	second_team
8/17/2021 16:31:34	Skewed	LAG	MS/FS	second_team
8/17/2021 16:31:34	Kaan	PAR	FS	second_team
8/17/2021 16:31:34	Aspire	TOR	DPS	second_team
8/17/2021 16:31:34	Assassin	WAS	DPS	second_team
8/17/2021 16:33:42	Pelican	ATL	DPS	first_team
8/17/2021 16:33:42	Ga9a	CDH	MT	first_team
8/17/2021 16:33:42	Shy	HZS	DPS	first_team
8/17/2021 16:33:42	Skewed	LAG	MS/FS	first_team
8/17/2021 16:33:42	Flora	NYXL	DPS	first_team
8/17/2021 16:33:42	Kaan	PAR	FS	first_team
8/17/2021 16:33:42	Mmonk	CDH	FS	second_team
8/17/2021 16:33:42	JJANGGU	HOU	MT	second_team
8/17/2021 16:33:42	MuZe	LAG	MT	second_team
8/17/2021 16:33:42	Daan	PAR	MT	second_team
8/17/2021 16:33:42	Naga	PAR	DPS	second_team
8/17/2021 16:33:42	Aspire	TOR	DPS	second_team
8/17/2021 16:34:21	Pelican	ATL	DPS	first_team
8/17/2021 16:34:21	Mmonk	CDH	FS	first_team
8/17/2021 16:34:21	Ga9a	CDH	MT	first_team
8/17/2021 16:34:21	Nisha	CDH	MS	first_team
8/17/2021 16:34:21	Piggy	HOU	OT	first_team
8/17/2021 16:34:21	Shy	HZS	DPS	first_team
8/17/2021 16:34:21	Faith	BOS	MS	second_team
8/17/2021 16:34:21	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:34:21	Flora	NYXL	DPS	second_team
8/17/2021 16:34:21	Kaan	PAR	FS	second_team
8/17/2021 16:34:21	Vestola	PAR	OT	second_team
8/17/2021 16:34:21	Mag	WAS	MT	second_team
8/17/2021 16:35:21	Pelican	ATL	DPS	first_team
8/17/2021 16:35:21	Shy	HZS	DPS	first_team
8/17/2021 16:35:21	Skewed	LAG	MS/FS	first_team
8/17/2021 16:35:21	Flora	NYXL	DPS	first_team
8/17/2021 16:35:21	Kaan	PAR	FS	first_team
8/17/2021 16:35:21	Aspire	TOR	DPS	first_team
8/17/2021 16:35:21	Ga9a	CDH	MT	second_team
8/17/2021 16:35:21	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:35:21	Molanran	LAV	DPS	second_team
8/17/2021 16:35:21	Vestola	PAR	OT	second_team
8/17/2021 16:35:21	Dridro	PAR	MS	second_team
8/17/2021 16:35:21	Naga	PAR	DPS	second_team
8/17/2021 16:37:26	Pelican	ATL	DPS	first_team
8/17/2021 16:37:26	Nisha	CDH	MS	first_team
8/17/2021 16:37:26	Piggy	HOU	OT	first_team
8/17/2021 16:37:26	Shy	HZS	DPS	first_team
8/17/2021 16:37:26	MuZe	LAG	MT	first_team
8/17/2021 16:37:26	Kaan	PAR	FS	first_team
8/17/2021 16:37:26	Mmonk	CDH	FS	second_team
8/17/2021 16:37:26	Ga9a	CDH	MT	second_team
8/17/2021 16:37:26	Skewed	LAG	MS/FS	second_team
8/17/2021 16:37:26	Flora	NYXL	DPS	second_team
8/17/2021 16:37:26	Vestola	PAR	OT	second_team
8/17/2021 16:37:26	Naga	PAR	DPS	second_team
8/17/2021 16:38:30	Pelican	ATL	DPS	first_team
8/17/2021 16:38:30	Piggy	HOU	OT	first_team
8/17/2021 16:38:30	Shy	HZS	DPS	first_team
8/17/2021 16:38:30	Skewed	LAG	MS/FS	first_team
8/17/2021 16:38:30	Daan	PAR	MT	first_team
8/17/2021 16:38:30	Kaan	PAR	FS	first_team
8/17/2021 16:38:30	Mmonk	CDH	FS	second_team
8/17/2021 16:38:30	Nisha	CDH	MS	second_team
8/17/2021 16:38:30	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:38:30	MuZe	LAG	MT	second_team
8/17/2021 16:38:30	Vestola	PAR	OT	second_team
8/17/2021 16:38:30	Naga	PAR	DPS	second_team
8/17/2021 16:46:15	Pelican	ATL	DPS	first_team
8/17/2021 16:46:15	Faith	BOS	MS	first_team
8/17/2021 16:46:15	Mmonk	CDH	FS	first_team
8/17/2021 16:46:15	Ga9a	CDH	MT	first_team
8/17/2021 16:46:15	Piggy	HOU	OT	first_team
8/17/2021 16:46:15	Shy	HZS	DPS	first_team
8/17/2021 16:46:15	Nisha	CDH	MS	second_team
8/17/2021 16:46:15	MuZe	LAG	MT	second_team
8/17/2021 16:46:15	Flora	NYXL	DPS	second_team
8/17/2021 16:46:15	Kaan	PAR	FS	second_team
8/17/2021 16:46:15	Vestola	PAR	OT	second_team
8/17/2021 16:46:15	Naga	PAR	DPS	second_team
8/17/2021 16:46:56	Pelican	ATL	DPS	first_team
8/17/2021 16:46:56	Mmonk	CDH	FS	first_team
8/17/2021 16:46:56	Ga9a	CDH	MT	first_team
8/17/2021 16:46:56	Piggy	HOU	OT	first_team
8/17/2021 16:46:56	Shy	HZS	DPS	first_team
8/17/2021 16:46:56	Skewed	LAG	MS/FS	first_team
8/17/2021 16:46:56	Faith	BOS	MS	second_team
8/17/2021 16:46:56	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:46:56	MuZe	LAG	MT	second_team
8/17/2021 16:46:56	Vestola	PAR	OT	second_team
8/17/2021 16:46:56	Aspire	TOR	DPS	second_team
8/17/2021 16:46:56	Mag	WAS	MT	second_team
8/17/2021 16:49:08	Pelican	ATL	DPS	first_team
8/17/2021 16:49:08	Nisha	CDH	MS	first_team
8/17/2021 16:49:08	Piggy	HOU	OT	first_team
8/17/2021 16:49:08	Shy	HZS	DPS	first_team
8/17/2021 16:49:08	Silver3	LAV	MT	first_team
8/17/2021 16:49:08	Kaan	PAR	FS	first_team
8/17/2021 16:49:09	Pelican	ATL	DPS	first_team
8/17/2021 16:49:09	Mmonk	CDH	FS	first_team
8/17/2021 16:49:09	Ga9a	CDH	MT	first_team
8/17/2021 16:49:09	Joobi	HOU	MS	first_team
8/17/2021 16:49:09	Vestola	PAR	OT	first_team
8/17/2021 16:49:09	Naga	PAR	DPS	first_team
8/17/2021 16:49:09	Nisha	CDH	MS	second_team
8/17/2021 16:49:09	JJANGGU	HOU	MT	second_team
8/17/2021 16:49:09	Piggy	HOU	OT	second_team
8/17/2021 16:49:09	Shy	HZS	DPS	second_team
8/17/2021 16:49:09	Flora	NYXL	DPS	second_team
8/17/2021 16:49:09	Kaan	PAR	FS	second_team
8/17/2021 16:49:26	Pelican	ATL	DPS	first_team
8/17/2021 16:49:26	Nisha	CDH	MS	first_team
8/17/2021 16:49:26	Piggy	HOU	OT	first_team
8/17/2021 16:49:26	Shy	HZS	DPS	first_team
8/17/2021 16:49:26	MuZe	LAG	MT	first_team
8/17/2021 16:49:26	Kaan	PAR	FS	first_team
8/17/2021 16:49:26	Faith	BOS	MS	second_team
8/17/2021 16:49:26	Mmonk	CDH	FS	second_team
8/17/2021 16:49:26	JJANGGU	HOU	MT	second_team
8/17/2021 16:49:26	Gwangboong	NYXL	DPS	second_team
8/17/2021 16:49:26	Vestola	PAR	OT	second_team
8/17/2021 16:49:26	Aspire	TOR	DPS	second_team
8/17/2021 16:51:03	Pelican	ATL	DPS	first_team
8/17/2021 16:51:03	Mmonk	CDH	FS	first_team
8/17/2021 16:51:03	Shy	HZS	DPS	first_team
8/17/2021 16:51:03	Skewed	LAG	MS/FS	first_team
8/17/2021 16:51:03	Flora	NYXL	DPS	first_team
8/17/2021 16:51:03	Kaan	PAR	FS	first_team
8/17/2021 16:51:03	Ga9a	CDH	MT	second_team
8/17/2021 16:51:03	Piggy	HOU	OT	second_team
8/17/2021 16:51:03	SparkR	LDN	DPS	second_team
8/17/2021 16:51:03	Vestola	PAR	OT	second_team
8/17/2021 16:51:03	Dridro	PAR	MS	second_team
8/17/2021 16:51:03	Naga	PAR	DPS	second_team
8/17/2021 16:53:02	Pelican	ATL	DPS	first_team
8/17/2021 16:53:02	Ga9a	CDH	MT	first_team
8/17/2021 16:53:02	Nisha	CDH	MS	first_team
8/17/2021 16:53:02	Piggy	HOU	OT	first_team
8/17/2021 16:53:02	Shy	HZS	DPS	first_team
8/17/2021 16:53:02	Skewed	LAG	MS/FS	first_team
8/17/2021 16:53:02	Farway1987	CDH	FS	second_team
8/17/2021 16:53:02	JJANGGU	HOU	MT	second_team
8/17/2021 16:53:02	Flora	NYXL	DPS	second_team
8/17/2021 16:53:02	Friday	NYXL	MS	second_team
8/17/2021 16:53:02	Vestola	PAR	OT	second_team
8/17/2021 16:53:02	Naga	PAR	DPS	second_team
8/17/2021 16:53:48	Pelican	ATL	DPS	first_team
8/17/2021 16:53:48	Faith	BOS	MS	first_team
8/17/2021 16:53:48	Mmonk	CDH	FS	first_team
8/17/2021 16:53:48	Ga9a	CDH	MT	first_team
8/17/2021 16:53:48	Piggy	HOU	OT	first_team
8/17/2021 16:53:48	Shy	HZS	DPS	first_team
8/17/2021 16:53:48	Gaebullssi	BOS	OT	second_team
8/17/2021 16:53:48	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:53:48	Flora	NYXL	DPS	second_team
8/17/2021 16:53:48	Friday	NYXL	MS	second_team
8/17/2021 16:53:48	Kaan	PAR	FS	second_team
8/17/2021 16:53:48	Mag	WAS	MT	second_team
8/17/2021 16:54:35	Faith	BOS	MS	first_team
8/17/2021 16:54:35	Mmonk	CDH	FS	first_team
8/17/2021 16:54:35	Ga9a	CDH	MT	first_team
8/17/2021 16:54:35	Piggy	HOU	OT	first_team
8/17/2021 16:54:35	Skewed	LAG	MS/FS	first_team
8/17/2021 16:54:35	Dridro	PAR	MS	first_team
8/17/2021 16:54:35	JJANGGU	HOU	MT	second_team
8/17/2021 16:54:35	SparkR	LDN	DPS	second_team
8/17/2021 16:54:35	Daan	PAR	MT	second_team
8/17/2021 16:54:35	Kaan	PAR	FS	second_team
8/17/2021 16:54:35	Vestola	PAR	OT	second_team
8/17/2021 16:54:35	Naga	PAR	DPS	second_team
8/17/2021 16:56:56	Pelican	ATL	DPS	first_team
8/17/2021 16:56:56	Mmonk	CDH	FS	first_team
8/17/2021 16:56:56	Shy	HZS	DPS	first_team
8/17/2021 16:56:56	MuZe	LAG	MT	first_team
8/17/2021 16:56:56	Vestola	PAR	OT	first_team
8/17/2021 16:56:56	Ga9a	CDH	MT	second_team
8/17/2021 16:56:56	ChoiSehwan	GZC	DPS	second_team
8/17/2021 16:56:56	Piggy	HOU	OT	second_team
8/17/2021 16:56:56	Skewed	LAG	MS/FS	second_team
8/17/2021 16:56:56	Friday	NYXL	MS	second_team
8/17/2021 16:56:56	Aspire	TOR	DPS	second_team
8/17/2021 16:57:02	Pelican	ATL	DPS	first_team
8/17/2021 16:57:02	Ga9a	CDH	MT	first_team
8/17/2021 16:57:02	Piggy	HOU	OT	first_team
8/17/2021 16:57:02	Shy	HZS	DPS	first_team
8/17/2021 16:57:02	Skewed	LAG	MS/FS	first_team
8/17/2021 16:57:02	Kaan	PAR	FS	first_team
8/17/2021 16:57:02	Mmonk	CDH	FS	second_team
8/17/2021 16:57:02	Nisha	CDH	MS	second_team
8/17/2021 16:57:02	MuZe	LAG	MT	second_team
8/17/2021 16:57:02	Vestola	PAR	OT	second_team
8/17/2021 16:57:02	Naga	PAR	DPS	second_team
8/17/2021 16:57:02	Aspire	TOR	DPS	second_team
8/17/2021 16:57:33	Pelican	ATL	DPS	first_team
8/17/2021 16:57:33	Ga9a	CDH	MT	first_team
8/17/2021 16:57:33	Nisha	CDH	MS	first_team
8/17/2021 16:57:33	Piggy	HOU	OT	first_team
8/17/2021 16:57:33	Flora	NYXL	DPS	first_team
8/17/2021 16:57:33	Kaan	PAR	FS	first_team
8/17/2021 16:57:33	Mmonk	CDH	FS	second_team
8/17/2021 16:57:33	JJANGGU	HOU	MT	second_team
8/17/2021 16:57:33	Shy	HZS	DPS	second_team
8/17/2021 16:57:33	Skewed	LAG	MS/FS	second_team
8/17/2021 16:57:33	Vestola	PAR	OT	second_team
8/17/2021 16:57:33	Aspire	TOR	DPS	second_team
8/17/2021 16:58:03	Pelican	ATL	DPS	first_team
8/17/2021 16:58:03	Faith	BOS	MS	first_team
8/17/2021 16:58:03	ChoiSehwan	GZC	DPS	first_team
8/17/2021 16:58:03	Piggy	HOU	OT	first_team
8/17/2021 16:58:03	MuZe	LAG	MT	first_team
8/17/2021 16:58:03	Flora	NYXL	DPS	first_team
8/17/2021 16:58:03	Valentine	BOS	DPS	second_team
8/17/2021 16:58:03	Mmonk	CDH	FS	second_team
8/17/2021 16:58:03	Ga9a	CDH	MT	second_team
8/17/2021 16:58:03	JJANGGU	HOU	MT	second_team
8/17/2021 16:58:03	Skewed	LAG	MS/FS	second_team
8/17/2021 16:58:03	Aspire	TOR	DPS	second_team
8/17/2021 17:11:09	Pelican	ATL	DPS	first_team
8/17/2021 17:11:09	JJANGGU	HOU	MT	first_team
8/17/2021 17:11:09	Piggy	HOU	OT	first_team
8/17/2021 17:11:09	Skewed	LAG	MS/FS	first_team
8/17/2021 17:11:09	Gwangboong	NYXL	DPS	first_team
8/17/2021 17:11:09	Ansoonjae	TOR	MS	first_team
8/17/2021 17:11:09	Mmonk	CDH	FS	second_team
8/17/2021 17:11:09	Ga9a	CDH	MT	second_team
8/17/2021 17:11:09	Shy	HZS	DPS	second_team
8/17/2021 17:11:09	MuZe	LAG	MT	second_team
8/17/2021 17:11:09	Flora	NYXL	DPS	second_team
8/17/2021 17:11:09	Kaan	PAR	FS	second_team
8/17/2021 17:15:16	Pelican	ATL	DPS	first_team
8/17/2021 17:15:16	JJANGGU	HOU	MT	first_team
8/17/2021 17:15:16	Piggy	HOU	OT	first_team
8/17/2021 17:15:16	Kaan	PAR	FS	first_team
8/17/2021 17:15:16	Vestola	PAR	OT	first_team
8/17/2021 17:15:16	Aspire	TOR	DPS	first_team
8/17/2021 17:15:16	Mmonk	CDH	FS	second_team
8/17/2021 17:15:16	Ga9a	CDH	MT	second_team
8/17/2021 17:15:16	Nisha	CDH	MS	second_team
8/17/2021 17:15:16	Feath5r	NYXL	DPS	second_team
8/17/2021 17:15:16	Flora	NYXL	DPS	second_team
8/17/2021 17:15:16	Dridro	PAR	MS	second_team
8/17/2021 17:20:30	Pelican	ATL	DPS	first_team
8/17/2021 17:20:30	Ga9a	CDH	MT	first_team
8/17/2021 17:20:30	Piggy	HOU	OT	first_team
8/17/2021 17:20:30	Shy	HZS	DPS	first_team
8/17/2021 17:20:30	Kaan	PAR	FS	first_team
8/17/2021 17:20:30	Dridro	PAR	MS	first_team
8/17/2021 17:20:30	Mmonk	CDH	FS	second_team
8/17/2021 17:20:30	JJANGGU	HOU	MT	second_team
8/17/2021 17:20:30	Skewed	LAG	MS/FS	second_team
8/17/2021 17:20:30	Feath5r	NYXL	DPS	second_team
8/17/2021 17:20:30	Vestola	PAR	OT	second_team
8/17/2021 17:20:30	Assassin	WAS	DPS	second_team
8/17/2021 17:20:38	Pelican	ATL	DPS	first_team
8/17/2021 17:20:38	Mmonk	CDH	FS	first_team
8/17/2021 17:20:38	Nisha	CDH	MS	first_team
8/17/2021 17:20:38	JJANGGU	HOU	MT	first_team
8/17/2021 17:20:38	Piggy	HOU	OT	first_team
8/17/2021 17:20:38	Shy	HZS	DPS	first_team
8/17/2021 17:23:32	Pelican	ATL	DPS	first_team
8/17/2021 17:23:32	Ga9a	CDH	MT	first_team
8/17/2021 17:23:32	Piggy	HOU	OT	first_team
8/17/2021 17:23:32	Shy	HZS	DPS	first_team
8/17/2021 17:23:32	Skewed	LAG	MS/FS	first_team
8/17/2021 17:23:32	Kaan	PAR	FS	first_team
8/17/2021 17:23:32	Faith	BOS	MS	second_team
8/17/2021 17:23:32	Farway1987	CDH	FS	second_team
8/17/2021 17:23:32	JJANGGU	HOU	MT	second_team
8/17/2021 17:23:32	Feath5r	NYXL	DPS	second_team
8/17/2021 17:23:32	Vestola	PAR	OT	second_team
8/17/2021 17:23:32	Aspire	TOR	DPS	second_team
8/17/2021 17:25:52	Pelican	ATL	DPS	first_team
8/17/2021 17:25:52	Nisha	CDH	MS	first_team
8/17/2021 17:25:52	JJANGGU	HOU	MT	first_team
8/17/2021 17:25:52	Piggy	HOU	OT	first_team
8/17/2021 17:25:52	Shy	HZS	DPS	first_team
8/17/2021 17:25:52	Kaan	PAR	FS	first_team
8/17/2021 17:25:52	Mmonk	CDH	FS	second_team
8/17/2021 17:25:52	Ga9a	CDH	MT	second_team
8/17/2021 17:25:52	Molanran	LAV	DPS	second_team
8/17/2021 17:25:52	Vestola	PAR	OT	second_team
8/17/2021 17:25:52	Dridro	PAR	MS	second_team
8/17/2021 17:25:52	Naga	PAR	DPS	second_team
8/17/2021 17:27:14	Pelican	ATL	DPS	first_team
8/17/2021 17:27:14	Ga9a	CDH	MT	first_team
8/17/2021 17:27:14	Nisha	CDH	MS	first_team
8/17/2021 17:27:14	Piggy	HOU	OT	first_team
8/17/2021 17:27:14	Shy	HZS	DPS	first_team
8/17/2021 17:27:14	Kaan	PAR	FS	first_team
8/17/2021 17:27:14	Faith	BOS	MS	second_team
8/17/2021 17:27:14	Skewed	LAG	MS/FS	second_team
8/17/2021 17:27:14	Molf1g	LDN	OT	second_team
8/17/2021 17:27:14	Daan	PAR	MT	second_team
8/17/2021 17:27:14	Naga	PAR	DPS	second_team
8/17/2021 17:27:14	Aspire	TOR	DPS	second_team
8/17/2021 17:30:13	Pelican	ATL	DPS	first_team
8/17/2021 17:30:13	Mmonk	CDH	FS	first_team
8/17/2021 17:30:13	Ga9a	CDH	MT	first_team
8/17/2021 17:30:13	Nisha	CDH	MS	first_team
8/17/2021 17:30:13	Piggy	HOU	OT	first_team
8/17/2021 17:30:13	Shy	HZS	DPS	first_team
8/17/2021 17:30:13	Farway1987	CDH	FS	second_team
8/17/2021 17:30:13	ChoiSehwan	GZC	DPS	second_team
8/17/2021 17:30:13	JJANGGU	HOU	MT	second_team
8/17/2021 17:30:13	Skewed	LAG	MS/FS	second_team
8/17/2021 17:30:13	Vestola	PAR	OT	second_team
8/17/2021 17:30:13	Aspire	TOR	DPS	second_team
8/17/2021 17:33:36	Pelican	ATL	DPS	first_team
8/17/2021 17:33:36	Mmonk	CDH	FS	first_team
8/17/2021 17:33:36	Nisha	CDH	MS	first_team
8/17/2021 17:33:36	Piggy	HOU	OT	first_team
8/17/2021 17:33:36	SparkR	LDN	DPS	first_team
8/17/2021 17:33:36	Daan	PAR	MT	first_team
8/17/2021 17:33:36	Valentine	BOS	DPS	second_team
8/17/2021 17:33:36	JJANGGU	HOU	MT	second_team
8/17/2021 17:33:36	Skewed	LAG	MS/FS	second_team
8/17/2021 17:33:36	Kaan	PAR	FS	second_team
8/17/2021 17:33:36	Vestola	PAR	OT	second_team
8/17/2021 17:33:36	Aspire	TOR	DPS	second_team
8/17/2021 17:38:03	Pelican	ATL	DPS	first_team
8/17/2021 17:38:03	Ga9a	CDH	MT	first_team
8/17/2021 17:38:03	Piggy	HOU	OT	first_team
8/17/2021 17:38:03	Shy	HZS	DPS	first_team
8/17/2021 17:38:03	Skewed	LAG	MS/FS	first_team
8/17/2021 17:38:03	Kaan	PAR	FS	first_team
8/17/2021 17:38:03	Valentine	BOS	DPS	second_team
8/17/2021 17:38:03	Gaebullssi	BOS	OT	second_team
8/17/2021 17:38:03	Mmonk	CDH	FS	second_team
8/17/2021 17:38:03	Nisha	CDH	MS	second_team
8/17/2021 17:38:03	ChoiSehwan	GZC	DPS	second_team
8/17/2021 17:38:03	JJANGGU	HOU	MT	second_team
8/17/2021 17:42:22	Pelican	ATL	DPS	first_team
8/17/2021 17:42:22	Ga9a	CDH	MT	first_team
8/17/2021 17:42:22	ChoiSehwan	GZC	DPS	first_team
8/17/2021 17:42:22	Piggy	HOU	OT	first_team
8/17/2021 17:42:22	Skewed	LAG	MS/FS	first_team
8/17/2021 17:42:22	Kaan	PAR	FS	first_team
8/17/2021 17:42:22	Faith	BOS	MS	second_team
8/17/2021 17:42:22	Mmonk	CDH	FS	second_team
8/17/2021 17:42:22	JJANGGU	HOU	MT	second_team
8/17/2021 17:42:22	Flora	NYXL	DPS	second_team
8/17/2021 17:42:22	Vestola	PAR	OT	second_team
8/17/2021 17:42:22	Aspire	TOR	DPS	second_team
8/17/2021 17:43:41	Pelican	ATL	DPS	first_team
8/17/2021 17:43:41	Ga9a	CDH	MT	first_team
8/17/2021 17:43:41	JJANGGU	HOU	MT	first_team
8/17/2021 17:43:41	Piggy	HOU	OT	first_team
8/17/2021 17:43:41	Shy	HZS	DPS	first_team
8/17/2021 17:43:41	Skewed	LAG	MS/FS	first_team
8/17/2021 17:43:41	Jimmy	CDH	DPS	second_team
8/17/2021 17:43:41	Nisha	CDH	MS	second_team
8/17/2021 17:43:41	Joobi	HOU	MS	second_team
8/17/2021 17:43:41	Kaan	PAR	FS	second_team
8/17/2021 17:43:41	Mag	WAS	MT	second_team
8/17/2021 17:43:41	Assassin	WAS	DPS	second_team
8/17/2021 17:44:51	Pelican	ATL	DPS	first_team
8/17/2021 17:44:51	Ga9a	CDH	MT	first_team
